,q
3623,6112.56
3624,6131.56
3625,6083.56
3626,6285.56
3627,6075.56
3628,6047.56
3629,6146.56
3630,6181.92
3631,6220.56
3632,6143.92
3633,6159.92
3634,6077.56
3635,6090.56
3636,6179.56
3637,6145.92
3638,6054.56
3639,6099.56
3640,6228.56
3641,6173.56
3642,6049.56
3643,6171.56
3644,6192.56
3645,6259.28
3646,6290.56
3647,6042.56
3648,6050.56
3649,6172.92
3650,6094.56
3651,6079.56
3652,6115.56
3653,6082.56
3654,6059.56
3655,6087.56
3656,6069.56
3657,6251.56
3658,6040.56
3659,6350.28
3660,6097.56
3661,6057.56
3662,6040.56
3663,6053.56
3664,6187.56
3665,6180.92
3666,6088.56
3667,6238.28
3668,6191.56
3669,6159.56
3670,6153.56
3671,6353.28
3672,6036.56
3673,6154.56
3674,6363.28
3675,6061.56
3676,6144.56
3677,6372.64
3678,6103.56
3679,6160.92
3680,6190.92
3681,6103.56
3682,6290.56
3683,6207.92
3684,6163.56
3685,6272.56
3686,6269.28
3687,6156.92
3688,6173.56
3689,6166.92
3690,6192.56
3691,6066.56
3692,6159.92
3693,6041.56
3694,6100.56
3695,6049.56
3696,6181.56
3697,6055.56
3698,6160.56
3699,6043.56
3700,6179.92
3701,6110.56
3702,6113.56
3703,6089.56
3704,6260.92
3705,6174.56
3706,6240.92
3707,6270.56
3708,6181.56
3709,6037.56
3710,6049.56
3711,6077.56
3712,6161.56
3713,6118.56
3714,6043.56
3715,6054.56
3716,6057.56
3717,6074.56
3718,6159.92
3719,6085.56
3720,6143.92
3721,6314.56
3722,6186.92
3723,6089.56
3724,6167.92
3725,6154.56
3726,6075.56
3727,6044.56
3728,6169.92
3729,6070.56
3730,6164.92
3731,6288.28
3732,6078.56
3733,6143.92
3734,6103.56
3735,6064.56
3736,6065.56
3737,6097.56
3738,6383.56
3739,6081.56
3740,6167.92
3741,6064.56
3742,6079.56
3743,6102.56
3744,6289.56
3745,6246.56
3746,6179.56
3747,6193.56
3748,6187.92
3749,6046.56
3750,6207.56
3751,6050.56
3752,6086.56
3753,6286.56
3754,6171.56
3755,6059.56
3756,6157.92
3757,6076.56
3758,6119.56
3759,6139.92
3760,6191.92
3761,6191.92
3762,6173.56
3763,6057.56
3764,6072.56
3765,6180.56
3766,6309.92
3767,6212.56
3768,6210.92
3769,6076.56
3770,6136.92
3771,6052.56
3772,6078.56
3773,6320.56
3774,6231.56
3775,6283.92
3776,6079.56
3777,6082.56
3778,6200.92
3779,6068.56
3780,6053.56
3781,6192.56
3782,6161.92
3783,6044.56
3784,6074.56
3785,6191.92
3786,6463.56
3787,6073.56
3788,6072.56
3789,6249.56
3790,6183.56
3791,6170.56
3792,6064.56
3793,6147.92
3794,6243.56
3795,6057.56
3796,6189.92
3797,6274.56
3798,6061.56
3799,6226.56
3800,6198.92
3801,6158.92
3802,6075.56
3803,6167.92
3804,6275.56
3805,6351.64
3806,6393.56
3807,6066.56
3808,6098.56
3809,6356.28
3810,6271.92
3811,6080.56
3812,6193.56
3813,6030.56
3814,6271.92
3815,6260.56
3816,6072.56
3817,6260.92
3818,6358.92
3819,6122.56
3820,6048.56
3821,6310.56
3822,6077.56
3823,6119.56
3824,6294.56
3825,6163.92
3826,6083.56
3827,6147.56
3828,6197.56
3829,6241.92
3830,6123.56
3831,6268.92
3832,6116.56
3833,6152.56
3834,6044.56
3835,6174.92
3836,6210.56
3837,6242.92
3838,6344.92
3839,6167.56
3840,6065.56
3841,6149.92
3842,6145.56
3843,6258.28
3844,6083.56
3845,6154.92
3846,6317.28
3847,6265.56
3848,6183.56
3849,6067.56
3850,6366.56
3851,6136.92
3852,6180.56
3853,6094.56
3854,6362.28
3855,6163.56
3856,6099.56
3857,6106.56
3858,6054.56
3859,6280.92
3860,6164.92
3861,6075.56
3862,6279.56
3863,6175.92
3864,6060.56
3865,6056.56
3866,6347.92
3867,6094.56
3868,6039.56
3869,6374.28
3870,6085.56
3871,6045.56
3872,6037.56
3873,6359.92
3874,6345.64
3875,6234.56
3876,6078.56
3877,6135.92
3878,6278.56
3879,6165.56
3880,6061.56
3881,6054.56
3882,6123.56
3883,6040.56
3884,6228.92
3885,6061.56
3886,6191.56
3887,6097.56
3888,6347.28
3889,6048.56
3890,6184.92
3891,6214.56
3892,6168.92
3893,6280.56
3894,6154.92
3895,6052.56
3896,6195.56
3897,6066.56
3898,6252.28
3899,6156.92
3900,6305.56
3901,6058.56
3902,6126.56
3903,6170.92
3904,6062.56
3905,6050.56
3906,6059.56
3907,6344.28
3908,6419.56
3909,6248.56
3910,6051.56
3911,6206.56
3912,6183.92
3913,6173.56
3914,6318.92
3915,6352.92
3916,6173.92
3917,6081.56
3918,6297.92
3919,6242.92
3920,6177.92
3921,6233.56
3922,6066.56
3923,6094.56
3924,6079.56
3925,6170.56
3926,6066.56
3927,6151.92
3928,6066.56
3929,6077.56
3930,6045.56
3931,6168.92
3932,6142.92
3933,6115.56
3934,6393.92
3935,6081.56
3936,6172.92
3937,6088.56
3938,6187.56
3939,6085.56
3940,6279.56
3941,6324.92
3942,6084.56
3943,6068.56
3944,6223.56
3945,6155.92
3946,6239.92
3947,6091.56
3948,6122.56
3949,6406.92
3950,6066.56
3951,6247.92
3952,6061.56
3953,6059.56
3954,6263.56
3955,6061.56
3956,6074.56
3957,6087.56
3958,6146.56
3959,6285.56
3960,6055.56
3961,6067.56
3962,6299.92
3963,6188.56
3964,6187.56
3965,6057.56
3966,6157.56
3967,6164.56
3968,6069.56
3969,6141.56
3970,6169.56
3971,6049.56
3972,6496.92
3973,6206.56
3974,6095.56
3975,6051.56
3976,6166.56
3977,6152.56
3978,6139.56
3979,6072.56
3980,6126.56
3981,6097.56
3982,6144.56
3983,6070.56
3984,6067.56
3985,6063.56
3986,6055.56
3987,6177.56
3988,6072.56
3989,6039.56
3990,6146.56
3991,6444.92
3992,6183.92
3993,6101.56
3994,6068.56
3995,6053.56
3996,6060.56
3997,6168.56
3998,6171.56
3999,6295.56
4000,6150.56
4001,6215.56
4002,6268.56
4003,6173.56
4004,6185.92
4005,6156.56
4006,6145.56
4007,6169.56
4008,6083.56
4009,6048.56
4010,6056.56
4011,6159.56
4012,6120.56
4013,6075.56
4014,6097.56
4015,6188.56
4016,6255.28
4017,6158.92
4018,6243.56
4019,6078.56
4020,6174.56
4021,6070.56
4022,6083.56
4023,6192.56
4024,6197.92
4025,6164.92
4026,6036.56
4027,6101.56
4028,6148.56
4029,6077.56
4030,6276.92
4031,6085.56
4032,6189.56
4033,6044.56
4034,6117.56
4035,6047.56
4036,6155.56
4037,6171.92
4038,6057.56
4039,6183.56
4040,6145.56
4041,6180.56
4042,6162.56
4043,6167.56
4044,6063.56
4045,6164.56
4046,6044.56
4047,6164.56
4048,6156.92
4049,6069.56
4050,6037.56
4051,6164.92
4052,6178.56
4053,6161.56
4054,6106.56
4055,6266.56
4056,6182.92
4057,6254.92
4058,6227.56
4059,6430.56
4060,6153.56
4061,6258.28
4062,6060.56
4063,6142.56
4064,6089.56
4065,6058.56
4066,6086.56
4067,6191.56
4068,6059.56
4069,6295.56
4070,6172.56
4071,6077.56
4072,6052.56
4073,6160.92
4074,6350.56
4075,6099.56
4076,6137.56
4077,6185.92
4078,6040.56
4079,6194.56
4080,6248.92
4081,6205.92
4082,6285.56
4083,6108.56
4084,6181.56
4085,6121.56
4086,6547.28
4087,6341.92
4088,6179.56
4089,6080.56
4090,6298.56
4091,6190.92
4092,6071.56
4093,6247.28
4094,6184.56
4095,6091.56
4096,6180.92
4097,6073.56
4098,6064.56
4099,6405.56
4100,6079.56
4101,6064.56
4102,6151.56
4103,6169.56
4104,6148.92
4105,6075.56
4106,6075.56
4107,6273.56
4108,6067.56
4109,6165.92
4110,6249.56
4111,6190.56
4112,6371.92
4113,6202.92
4114,6195.92
4115,6064.56
4116,6178.92
4117,6094.56
4118,6202.92
4119,6103.56
4120,6198.56
4121,6136.92
4122,6122.56
4123,6148.56
4124,6404.56
4125,6170.56
4126,6186.56
4127,6150.56
4128,6236.56
4129,6100.56
4130,6154.56
4131,6173.56
4132,6164.56
4133,6160.56
4134,6088.56
4135,6143.56
4136,6167.92
4137,6184.56
4138,6060.56
4139,6046.56
4140,6114.56
4141,6270.56
4142,6111.56
4143,6135.56
4144,6091.56
4145,6062.56
4146,6084.56
4147,6056.56
4148,6266.28
4149,6062.56
4150,6138.92
4151,6191.56
4152,6081.56
4153,6078.56
4154,6072.56
4155,6229.56
4156,6184.56
4157,6362.56
4158,6159.56
4159,6267.92
4160,6066.56
4161,6124.56
4162,6446.28
4163,6124.56
4164,6053.56
4165,6050.56
4166,6096.56
4167,6294.56
4168,6053.56
4169,6093.56
4170,6160.56
4171,6043.56
4172,6170.56
4173,6084.56
4174,6349.64
4175,6070.56
4176,6146.92
4177,6248.28
4178,6161.56
4179,6059.56
4180,6175.56
4181,6284.56
4182,6082.56
4183,6275.28
4184,6135.56
4185,6169.56
4186,6051.56
4187,6091.56
4188,6074.56
4189,6084.56
4190,6165.56
4191,6289.56
4192,6081.56
4193,6175.92
4194,6276.92
4195,6243.56
4196,6376.28
4197,6342.56
4198,6155.56
4199,6170.92
4200,6374.28
4201,6093.56
4202,6175.92
4203,6084.56
4204,6055.56
4205,6052.56
4206,6104.56
4207,6052.56
4208,6261.28
4209,6270.56
4210,6185.56
4211,6293.56
4212,6156.92
4213,6259.56
4214,6190.56
4215,6152.56
4216,6082.56
4217,6157.56
4218,6151.56
4219,6278.56
4220,6355.92
4221,6396.56
4222,6082.56
4223,6298.56
4224,6185.56
4225,6169.92
4226,6212.56
4227,6192.56
4228,6206.92
4229,6063.56
4230,6080.56
4231,6066.56
4232,6066.56
4233,6121.56
4234,6251.28
4235,6159.92
4236,6078.56
4237,6266.92
4238,6064.56
4239,6162.56
4240,6156.92
4241,6263.56
4242,6254.92
4243,6253.28
4244,6051.56
4245,6426.56
4246,6185.56
4247,6069.56
4248,6375.56
4249,6204.56
4250,6102.56
4251,6186.56
4252,6188.56
4253,6211.56
4254,6244.56
4255,6057.56
4256,6273.56
4257,6245.92
4258,6151.56
4259,6050.56
4260,6167.56
4261,6056.56
4262,6079.56
4263,6089.56
4264,6051.56
4265,6156.56
4266,6098.56
4267,6075.56
4268,6080.56
4269,6170.92
4270,6172.92
4271,6041.56
4272,6106.56
4273,6355.56
4274,6154.92
4275,6081.56
4276,6051.56
4277,6162.56
4278,6168.92
4279,6342.28
4280,6162.92
4281,6251.28
4282,6166.56
4283,6077.56
4284,6154.56
4285,6068.56
4286,6253.56
4287,6121.56
4288,6200.92
4289,6251.92
4290,6166.56
4291,6160.56
4292,6044.56
4293,6043.56
4294,6172.56
4295,6289.92
4296,6181.56
4297,6073.56
4298,6169.56
4299,6056.56
4300,6286.92
4301,6122.56
4302,6186.56
4303,6050.56
4304,6257.92
4305,6058.56
4306,6075.56
4307,6089.56
4308,6191.56
4309,6070.56
4310,6320.56
4311,6470.28
4312,6046.56
4313,6190.56
4314,6300.56
4315,6066.56
4316,6185.56
4317,6066.56
4318,6379.56
4319,6116.56
4320,6200.56
4321,6058.56
4322,6188.56
4323,6054.56
4324,6171.56
4325,6354.28
4326,6125.56
4327,6156.56
4328,6056.56
4329,6395.56
4330,6143.92
4331,6171.56
4332,6493.28
4333,6159.92
4334,6208.92
4335,6175.56
4336,6059.56
4337,6115.56
4338,6194.92
4339,6260.92
4340,6348.92
4341,6106.56
4342,6083.56
4343,6054.56
4344,6168.92
4345,6050.56
4346,6225.56
4347,6066.56
4348,6132.56
4349,6173.92
4350,6158.56
4351,6043.56
4352,6072.56
4353,6088.56
4354,6315.56
4355,6055.56
4356,6093.56
4357,6230.92
4358,6273.56
4359,6077.56
4360,6054.56
4361,6077.56
4362,6173.56
4363,6134.92
4364,6067.56
4365,6047.56
4366,6125.56
4367,6397.92
4368,6077.56
4369,6172.56
4370,6193.56
4371,6077.56
4372,6070.56
4373,6073.56
4374,6046.56
4375,6155.56
4376,6078.56
4377,6166.56
4378,6161.56
4379,6097.56
4380,6183.92
4381,6057.56
4382,6063.56
4383,6154.92
4384,6305.56
4385,6192.56
4386,6042.56
4387,6138.56
4388,6362.92
4389,6194.56
4390,6270.92
4391,6064.56
4392,6067.56
4393,6253.56
4394,6113.56
4395,6054.56
4396,6155.92
4397,6087.56
4398,6139.92
4399,6086.56
4400,6176.56
4401,6142.56
4402,6138.56
4403,6056.56
4404,6211.92
4405,6040.56
4406,6083.56
4407,6110.56
4408,6295.56
4409,6169.56
4410,6175.56
4411,6084.56
4412,6050.56
4413,6270.28
4414,6349.64
4415,6092.56
4416,6249.56
4417,6063.56
4418,6140.56
4419,6160.92
4420,6141.92
4421,6079.56
4422,6072.56
4423,6390.56
4424,6088.56
4425,6181.92
4426,6191.56
4427,6219.56
4428,6198.56
4429,6080.56
4430,6061.56
4431,6156.92
4432,6062.56
4433,6193.92
4434,6154.56
4435,6109.56
4436,6266.56
4437,6217.92
4438,6167.56
4439,6275.92
4440,6368.56
4441,6142.56
4442,6107.56
4443,6086.56
4444,6070.56
4445,6368.56
4446,6307.56
4447,6055.56
4448,6266.56
4449,6154.92
4450,6239.56
4451,6159.56
4452,6308.56
4453,6082.56
4454,6048.56
4455,6253.92
4456,6201.56
4457,6264.56
4458,6151.56
4459,6244.28
4460,6293.28
4461,6401.56
4462,6058.56
4463,6048.56
4464,6065.56
4465,6256.56
4466,6275.28
4467,6350.92
4468,6076.56
4469,6093.56
4470,6160.56
4471,6280.92
4472,6256.56
4473,6261.92
4474,6270.56
4475,6047.56
4476,6168.92
4477,6079.56
4478,6040.56
4479,6191.92
4480,6219.92
4481,6254.56
4482,6041.56
4483,6148.92
4484,6178.56
4485,6168.56
4486,6058.56
4487,6264.92
4488,6164.56
4489,6161.92
4490,6057.56
4491,6117.56
4492,6105.56
4493,6040.56
4494,6056.56
4495,6117.56
4496,6200.56
4497,6184.56
4498,6204.56
4499,6079.56
4500,6167.56
4501,6115.56
4502,6157.56
4503,6065.56
4504,6116.56
4505,6069.56
4506,6062.56
4507,6088.56
4508,6160.92
4509,6162.56
4510,6064.56
4511,6166.92
4512,6281.56
4513,6160.56
4514,6363.56
4515,6053.56
4516,6154.92
4517,6200.92
4518,6242.56
4519,6301.92
4520,6450.92
4521,6418.92
4522,6082.56
4523,6052.56
4524,6056.56
4525,6331.56
4526,6136.92
4527,6075.56
4528,6144.92
4529,6089.56
4530,6172.56
4531,6169.92
4532,6206.56
4533,6051.56
4534,6139.56
4535,6101.56
4536,6185.56
4537,6265.92
4538,6066.56
4539,6042.56
4540,6150.56
4541,6351.64
4542,6062.56
4543,6117.56
4544,6077.56
4545,6392.56
4546,6073.56
4547,6048.56
4548,6165.92
4549,6042.56
4550,6050.56
4551,6203.56
4552,6039.56
4553,6167.92
4554,6251.56
4555,6160.56
4556,6249.56
4557,6130.56
4558,6078.56
4559,6076.56
4560,6075.56
4561,6166.56
4562,6345.28
4563,6145.56
4564,6141.56
4565,6051.56
4566,6170.56
4567,6094.56
4568,6299.56
4569,6075.56
4570,6155.92
4571,6159.56
4572,6039.56
4573,6038.56
4574,6369.56
4575,6191.56
4576,6166.56
4577,6143.56
4578,6080.56
4579,6077.56
4580,6162.92
4581,6051.56
4582,6046.56
4583,6066.56
4584,6170.92
4585,6176.56
4586,6225.92
4587,6248.92
4588,6083.56
4589,6065.56
4590,6078.56
4591,6146.56
4592,6168.56
4593,6102.56
4594,6253.92
4595,6236.56
4596,6143.56
4597,6147.92
4598,6246.56
4599,6138.92
4600,6148.56
4601,6048.56
4602,6266.56
4603,6436.56
4604,6056.56
4605,6169.56
4606,6147.92
4607,6380.92
4608,6076.56
4609,6323.56
4610,6113.56
4611,6151.92
4612,6171.92
4613,6064.56
4614,6150.56
4615,6172.56
4616,6052.56
4617,6118.56
4618,6055.56
4619,6380.92
4620,6194.56
4621,6170.92
4622,6258.56
4623,6052.56
4624,6236.92
4625,6252.56
4626,6186.56
4627,6161.56
4628,6166.92
4629,6149.92
4630,6367.56
4631,6341.64
4632,6068.56
4633,6153.56
4634,6067.56
4635,6063.56
4636,6163.56
4637,6191.56
4638,6061.56
4639,6119.56
4640,6066.56
4641,6112.56
4642,6157.92
4643,6053.56
4644,6148.92
4645,6083.56
4646,6086.56
4647,6046.56
4648,6303.56
4649,6060.56
4650,6079.56
4651,6170.56
4652,6259.92
4653,6105.56
4654,6077.56
4655,6234.92
4656,6266.28
4657,6332.56
4658,6049.56
4659,6176.56
4660,6076.56
4661,6191.56
4662,6196.92
4663,6192.92
4664,6263.92
4665,6193.56
4666,6269.56
4667,6154.56
4668,6175.56
4669,6132.56
4670,6082.56
4671,6070.56
4672,6243.92
4673,6166.92
4674,6085.56
4675,6069.56
4676,6108.56
4677,6216.56
4678,6145.56
4679,6179.56
4680,6058.56
4681,6151.92
4682,6510.56
4683,6056.56
4684,6098.56
4685,6035.56
4686,6272.28
4687,6315.56
4688,6158.92
4689,6069.56
4690,6166.56
4691,6323.92
4692,6066.56
4693,6192.92
4694,6152.92
4695,6387.56
4696,6060.56
4697,6071.56
4698,6134.56
4699,6354.56
4700,6261.92
4701,6138.92
4702,6146.56
4703,6073.56
4704,6192.92
4705,6072.56
4706,6246.92
4707,6052.56
4708,6071.56
4709,6281.56
4710,6042.56
4711,6082.56
4712,6264.56
4713,6193.56
4714,6164.56
4715,6302.92
4716,6044.56
4717,6042.56
4718,6067.56
4719,6171.92
4720,6052.56
4721,6171.92
4722,6056.56
4723,6078.56
4724,6082.56
4725,6065.56
4726,6280.92
4727,6250.92
4728,6199.56
4729,6172.56
4730,6073.56
4731,6041.56
4732,6039.56
4733,6063.56
4734,6177.56
4735,6065.56
4736,6175.56
4737,6168.92
4738,6202.92
4739,6078.56
4740,6233.92
4741,6072.56
4742,6087.56
4743,6107.56
4744,6467.56
4745,6170.92
4746,6252.56
4747,6178.56
4748,6346.56
4749,6061.56
4750,6072.56
4751,6301.56
4752,6065.56
4753,6156.92
4754,6245.56
4755,6107.56
4756,6082.56
4757,6240.56
4758,6038.56
4759,6180.56
4760,6071.56
4761,6066.56
4762,6395.92
4763,6171.56
4764,6138.56
4765,6212.56
4766,6266.56
4767,6347.56
4768,6267.92
4769,6176.56
4770,6362.56
4771,6068.56
4772,6441.56
4773,6369.92
4774,6145.92
4775,6370.56
4776,6206.56
4777,6042.56
4778,6048.56
4779,6109.56
4780,6081.56
4781,6252.92
4782,6249.28
4783,6158.92
4784,6183.56
4785,6149.56
4786,6158.56
4787,6366.92
4788,6155.56
4789,6079.56
4790,6034.56
4791,6072.56
4792,6118.56
4793,6076.56
4794,6388.92
4795,6155.56
4796,6094.56
4797,6061.56
4798,6299.92
4799,6067.56
4800,6185.92
4801,6090.56
4802,6060.56
4803,6262.56
4804,6091.56
4805,6105.56
4806,6087.56
4807,6061.56
4808,6257.56
4809,6084.56
4810,6169.92
4811,6371.28
4812,6058.56
4813,6063.56
4814,6117.56
4815,6043.56
4816,6038.56
4817,6068.56
4818,6271.92
4819,6195.56
4820,6044.56
4821,6066.56
4822,6039.56
4823,6112.56
4824,6348.28
4825,6194.56
4826,6123.56
4827,6075.56
4828,6287.56
4829,6260.28
4830,6066.56
4831,6248.56
4832,6221.56
4833,6367.56
4834,6064.56
4835,6190.92
4836,6177.56
4837,6209.56
4838,6088.56
4839,6095.56
4840,6047.56
4841,6166.92
4842,6091.56
4843,6117.56
4844,6183.56
4845,6083.56
4846,6117.56
4847,6300.92
4848,6047.56
4849,6072.56
4850,6158.56
4851,6071.56
4852,6062.56
4853,6148.92
4854,6133.56
4855,6295.28
4856,6242.56
4857,6359.56
4858,6151.56
4859,6515.28
4860,6186.56
4861,6044.56
4862,6178.56
4863,6070.56
4864,6170.92
4865,6066.56
4866,6043.56
4867,6071.56
4868,6178.92
4869,6182.56
4870,6183.56
4871,6093.56
4872,6258.28
4873,6063.56
4874,6167.56
4875,6084.56
4876,6064.56
4877,6103.56
4878,6047.56
4879,6197.56
4880,6264.92
4881,6143.56
4882,6179.92
4883,6073.56
4884,6277.56
4885,6072.56
4886,6086.56
4887,6047.56
4888,6186.56
4889,6075.56
4890,6280.56
4891,6097.56
4892,6109.56
4893,6272.56
4894,6374.56
4895,6281.28
4896,6061.56
4897,6166.92
4898,6188.56
4899,6055.56
4900,6052.56
4901,6078.56
4902,6364.92
4903,6078.56
4904,6164.56
4905,6180.92
4906,6524.56
4907,6236.56
4908,6045.56
4909,6149.92
4910,6191.56
4911,6163.92
4912,6091.56
4913,6107.56
4914,6089.56
4915,6054.56
4916,6055.56
4917,6275.56
4918,6205.92
4919,6049.56
4920,6252.56
4921,6060.56
4922,6171.56
4923,6162.56
4924,6204.56
4925,6047.56
4926,6251.56
4927,6176.92
4928,6093.56
4929,6099.56
4930,6146.92
4931,6068.56
4932,6263.92
4933,6037.56
4934,6194.56
4935,6164.56
4936,6174.56
4937,6052.56
4938,6299.56
4939,6118.56
4940,6418.56
4941,6116.56
4942,6207.56
4943,6051.56
4944,6198.92
4945,6062.56
4946,6312.28
4947,6054.56
4948,6215.56
4949,6057.56
4950,6295.56
4951,6083.56
4952,6066.56
4953,6297.92
4954,6241.92
4955,6305.56
4956,6273.92
4957,6059.56
4958,6055.56
4959,6178.92
4960,6165.92
4961,6307.56
4962,6287.92
4963,6298.92
4964,6058.56
4965,6264.92
4966,6097.56
4967,6081.56
4968,6115.56
4969,6186.56
4970,6073.56
4971,6199.56
4972,6153.92
4973,6065.56
4974,6059.56
4975,6171.56
4976,6043.56
4977,6382.92
4978,6206.56
4979,6176.56
4980,6068.56
4981,6045.56
4982,6073.56
4983,6060.56
4984,6171.56
4985,6071.56
4986,6082.56
4987,6284.92
4988,6054.56
4989,6339.56
4990,6264.92
4991,6226.56
4992,6060.56
4993,6167.92
4994,6046.56
4995,6048.56
4996,6085.56
4997,6329.28
4998,6344.28
4999,6208.92
5000,6133.56
5001,6055.56
5002,6364.92
5003,6247.56
5004,6347.28
5005,6166.92
5006,6138.56
5007,6270.56
5008,6155.56
5009,6162.92
5010,6062.56
5011,6381.56
5012,6335.92
5013,6254.92
5014,6278.28
5015,6203.56
5016,6056.56
5017,6269.92
5018,6042.56
5019,6181.56
5020,6288.92
5021,6049.56
5022,6311.92
5023,6099.56
5024,6063.56
5025,6190.56
5026,6164.92
5027,6205.56
5028,6265.92
5029,6171.56
5030,6110.56
5031,6170.92
5032,6087.56
5033,6263.92
5034,6084.56
5035,6049.56
5036,6166.56
5037,6264.56
5038,6201.92
5039,6048.56
5040,6266.56
5041,6302.28
5042,6091.56
5043,6126.56
5044,6097.56
5045,6307.56
5046,6098.56
5047,6182.56
5048,6062.56
5049,6145.56
5050,6051.56
5051,6203.92
5052,6044.56
5053,6402.56
5054,6353.56
5055,6053.56
5056,6361.92
5057,6306.92
5058,6060.56
5059,6136.56
5060,6075.56
5061,6264.28
5062,6118.56
5063,6170.56
5064,6281.28
5065,6076.56
5066,6280.92
5067,6158.56
5068,6109.56
5069,6202.56
5070,6088.56
5071,6248.28
5072,6247.28
5073,6171.56
5074,6056.56
5075,6037.56
5076,6137.56
5077,6040.56
5078,6074.56
5079,6055.56
5080,6177.56
5081,6290.92
5082,6245.56
5083,6197.56
5084,6249.92
5085,6115.56
5086,6194.92
5087,6104.56
5088,6185.56
5089,6072.56
5090,6219.56
5091,6165.56
5092,6231.56
5093,6163.56
5094,6168.92
5095,6176.92
5096,6063.56
5097,6363.56
5098,6175.56
5099,6258.28
5100,6081.56
5101,6180.56
5102,6091.56
5103,6174.56
5104,6156.92
5105,6158.92
5106,6121.56
5107,6041.56
5108,6150.92
5109,6031.56
5110,6175.56
5111,6180.56
5112,6193.56
5113,6110.56
5114,6058.56
5115,6207.56
5116,6047.56
5117,6046.56
5118,6041.56
5119,6128.56
5120,6104.56
5121,6044.56
5122,6302.56
5123,6156.56
5124,6110.56
5125,6275.56
5126,6091.56
5127,6201.56
5128,6089.56
5129,6150.56
5130,6088.56
5131,6171.56
5132,6061.56
5133,6075.56
5134,6064.56
5135,6067.56
5136,6181.56
5137,6069.56
5138,6189.56
5139,6127.56
5140,6142.56
5141,6223.56
5142,6246.56
5143,6066.56
5144,6041.56
5145,6200.56
5146,6076.56
5147,6075.56
5148,6111.56
5149,6074.56
5150,6155.92
5151,6040.56
5152,6056.56
5153,6072.56
5154,6178.56
5155,6205.92
5156,6058.56
5157,6064.56
5158,6351.28
5159,6182.56
5160,6070.56
5161,6114.56
5162,6170.56
5163,6324.56
5164,6118.56
5165,6140.56
5166,6205.56
5167,6069.56
5168,6070.56
5169,6168.56
5170,6050.56
5171,6280.92
5172,6441.92
5173,6119.56
5174,6175.56
5175,6158.92
5176,6176.56
5177,6064.56
5178,6054.56
5179,6242.56
5180,6069.56
5181,6242.56
5182,6107.56
5183,6182.56
5184,6152.56
5185,6123.56
5186,6112.56
5187,6073.56
5188,6143.92
5189,6346.28
5190,6053.56
5191,6181.56
5192,6170.56
5193,6083.56
5194,6176.56
5195,6184.56
5196,6204.92
5197,6354.28
5198,6154.92
5199,6351.92
5200,6139.56
5201,6309.92
5202,6176.56
5203,6076.56
5204,6097.56
5205,6274.92
5206,6146.92
5207,6271.56
5208,6170.56
5209,6252.28
5210,6324.56
5211,6274.92
5212,6048.56
5213,6403.56
5214,6044.56
5215,6065.56
5216,6106.56
5217,6040.56
5218,6158.92
5219,6057.56
5220,6210.56
5221,6169.92
5222,6078.56
5223,6037.56
5224,6178.92
5225,6144.56
5226,6287.56
5227,6188.56
5228,6098.56
5229,6172.56
5230,6093.56
5231,6253.56
5232,6179.56
5233,6309.56
5234,6054.56
5235,6052.56
5236,6056.56
5237,6393.92
5238,6163.92
5239,6272.92
5240,6176.56
5241,6176.92
5242,6201.56
5243,6099.56
5244,6261.92
5245,6287.92
5246,6197.56
5247,6182.56
5248,6171.56
5249,6087.56
5250,6056.56
5251,6152.56
5252,6149.56
5253,6066.56
5254,6051.56
5255,6050.56
5256,6075.56
5257,6186.56
5258,6170.56
5259,6050.56
5260,6260.56
5261,6393.56
5262,6084.56
5263,6174.56
5264,6272.92
5265,6111.56
5266,6098.56
5267,6065.56
5268,6482.28
5269,6141.56
5270,6149.56
5271,6119.56
5272,6151.56
5273,6184.56
5274,6088.56
5275,6265.56
5276,6185.92
5277,6121.56
5278,6071.56
5279,6176.56
5280,6066.56
5281,6234.56
5282,6143.92
5283,6138.56
5284,6062.56
5285,6155.92
5286,6151.56
5287,6248.56
5288,6164.92
5289,6135.92
5290,6462.56
5291,6171.56
5292,6173.56
5293,6051.56
5294,6208.56
5295,6075.56
5296,6202.92
5297,6178.56
5298,6061.56
5299,6058.56
5300,6088.56
5301,6054.56
5302,6476.28
5303,6078.56
5304,6065.56
5305,6238.56
5306,6069.56
5307,6093.56
5308,6295.56
5309,6272.28
5310,6157.56
5311,6078.56
5312,6177.56
5313,6330.56
5314,6089.56
5315,6155.92
5316,6140.92
5317,6278.56
5318,6359.28
5319,6155.56
5320,6057.56
5321,6253.28
5322,6050.56
5323,6061.56
5324,6348.56
5325,6051.56
5326,6362.56
5327,6083.56
5328,6069.56
5329,6244.56
5330,6241.28
5331,6060.56
5332,6107.56
5333,6262.56
5334,6211.56
5335,6084.56
5336,6183.56
5337,6064.56
5338,6166.92
5339,6264.56
5340,6166.92
5341,6356.56
5342,6082.56
5343,6088.56
5344,6046.56
5345,6052.56
5346,6162.56
5347,6100.56
5348,6137.92
5349,6056.56
5350,6118.56
5351,6186.92
5352,6260.56
5353,6245.92
5354,6202.56
5355,6057.56
5356,6110.56
5357,6071.56
5358,6083.56
5359,6039.56
5360,6469.92
5361,6061.56
5362,6073.56
5363,6149.56
5364,6096.56
5365,6185.92
5366,6107.56
5367,6048.56
5368,6098.56
5369,6048.56
5370,6088.56
5371,6087.56
